,Star Name,Distance,Mass,Radius,Gravity
0,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
1,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
2,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
3,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
4,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
5,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
6,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
7,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
8,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
9,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
10,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
11,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
12,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
13,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
14,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
15,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
16,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
17,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
18,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
19,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
20,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
21,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
22,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
23,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
24,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
25,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
26,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
27,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
28,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
29,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
30,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
31,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
32,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
33,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
34,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
35,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
36,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
37,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
38,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
39,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
40,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
41,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
42,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
43,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
44,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
45,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
46,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
47,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
48,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
49,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
50,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
51,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
52,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
53,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
54,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
55,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
56,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
57,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
58,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
59,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
60,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
61,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
62,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
63,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
64,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
65,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
66,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
67,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
68,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
69,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
70,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
71,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
72,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
73,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
74,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
75,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
76,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
77,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
78,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
79,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
80,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
81,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
82,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
83,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
84,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
85,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
86,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
87,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
88,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
89,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
90,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
91,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
92,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
93,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
94,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
95,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
96,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
97,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
98,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
99,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
100,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
101,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
102,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
103,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
104,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
105,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
106,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
107,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
108,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
109,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
110,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
111,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
112,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
113,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
114,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
115,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
116,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
117,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
118,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
119,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
120,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
121,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
122,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
123,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
124,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
125,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
126,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
127,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
128,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
129,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
130,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
131,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
132,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
133,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
134,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
135,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
136,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
137,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
138,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
139,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
140,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
141,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
142,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
143,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
144,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
145,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
146,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
147,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
148,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
149,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
150,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
151,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
152,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
153,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
154,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
155,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
156,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
157,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
158,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
159,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
160,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
161,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
162,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
163,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
164,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
165,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
166,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
167,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
168,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
169,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
170,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
171,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
172,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
173,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
174,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
175,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
176,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
177,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
178,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
179,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
180,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
181,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
182,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
183,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
184,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
185,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
186,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
187,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
188,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
189,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
190,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
191,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
192,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
193,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
194,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
195,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
196,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
197,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
198,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
199,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
200,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
201,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
202,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
203,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
204,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
205,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
206,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
207,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
208,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
209,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
210,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
211,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
212,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
213,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
214,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
215,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
216,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
217,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
218,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
219,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
220,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
221,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
222,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
223,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
224,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
225,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
226,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
227,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
228,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
229,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
230,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
231,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
232,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
233,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
234,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
235,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
236,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
237,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
238,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
239,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
240,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
241,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
242,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
243,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
244,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
245,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
246,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
247,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
248,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
249,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
250,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
251,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
252,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
253,WISE 1405+5534,25.3,5.967e+31,598302000.0,11125.033590842642
